Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,95.27999877929688,95.47000122070312,93.44999694824219,93.86000061035156,76.3019790649414,2321400
2020-01-03,92.87999725341797,93.3499984741211,91.54000091552734,91.55000305175781,74.42410278320312,2713200
2020-01-06,91.33999633789062,92.58000183105469,91.08999633789062,91.30999755859375,74.22898864746094,2710700
2020-01-07,90.6500015258789,92.2300033569336,90.08999633789062,90.91999816894531,73.91194152832031,3039300
2020-01-08,90.4800033569336,91.1500015258789,89.29000091552734,90.54000091552734,73.60304260253906,1829900
2020-01-09,90.66000366210938,91.23999786376953,89.80999755859375,90.56999969482422,73.6274185180664,1724200
2020-01-10,90.56999969482422,90.95999908447266,89.19999694824219,89.43000030517578,72.70067596435547,1755400
2020-01-13,89.4000015258789,91.19999694824219,89.0999984741211,91.19999694824219,74.13956451416016,1680900
2020-01-14,90.86000061035156,92.77999877929688,90.86000061035156,91.93000030517578,74.7330093383789,2297300
2020-01-15,91.37000274658203,92.1500015258789,90.75,91.19000244140625,74.13143920898438,1639400
2020-01-16,91.69000244140625,91.9800033569336,91.19999694824219,91.51000213623047,74.3915786743164,1451500
2020-01-17,91.5,92.04000091552734,90.70999908447266,92.0,74.7899169921875,2534700
2020-01-21,91.4000015258789,91.4000015258789,88.41000366210938,89.38999938964844,72.66815948486328,2005400
2020-01-22,89.16000366210938,89.16000366210938,86.27999877929688,86.63999938964844,70.43260192871094,3321400
2020-01-23,85.9000015258789,86.51000213623047,83.97000122070312,86.23999786376953,70.107421875,3276800
2020-01-24,85.95999908447266,86.12999725341797,84.38999938964844,84.94999694824219,69.0587158203125,2668800
2020-01-27,82.88999938964844,82.88999938964844,81.5199966430664,82.11000061035156,66.75001525878906,3487900
2020-01-28,82.62000274658203,83.83000183105469,82.5199966430664,82.93000030517578,67.41661071777344,2884900
2020-01-29,83.80000305175781,85.08999633789062,83.76000213623047,83.8499984741211,68.16450500488281,2126900
2020-01-30,82.80000305175781,83.62999725341797,81.55999755859375,83.44999694824219,67.83932495117188,2807400
2020-01-31,80.22000122070312,80.5999984741211,77.29000091552734,77.86000061035156,63.29501724243164,7267800
2020-02-03,78.36000061035156,79.73999786376953,77.5,78.81999969482422,64.07545471191406,2464200
2020-02-04,80.63999938964844,83.30999755859375,80.01000213623047,81.72000122070312,66.43294525146484,2968400
2020-02-05,83.0,84.18000030517578,82.5999984741211,84.08000183105469,68.35150146484375,2793000
2020-02-06,84.37999725341797,84.43000030517578,82.0999984741211,83.37999725341797,67.78243255615234,1740200
2020-02-07,82.55000305175781,82.61000061035156,81.2300033569336,82.0999984741211,66.74186706542969,1324100
2020-02-10,81.69000244140625,82.79000091552734,81.16000366210938,81.93000030517578,66.60366821289062,2455500
2020-02-11,82.7699966430664,84.80000305175781,82.62999725341797,83.97000122070312,68.26205444335938,1577200
2020-02-12,85.16999816894531,86.66999816894531,84.55000305175781,85.61000061035156,69.59527587890625,2084500
2020-02-13,84.80000305175781,85.36000061035156,83.37999725341797,83.48999786376953,67.87184143066406,1517700
2020-02-14,83.6500015258789,83.79000091552734,81.87999725341797,82.5999984741211,67.1483383178711,1895700
2020-02-18,82.04000091552734,82.69999694824219,80.38999938964844,81.31999969482422,66.10778045654297,1158500
2020-02-19,81.58000183105469,82.2300033569336,81.4800033569336,81.94999694824219,66.61993408203125,1290300
